Page total likes;Type;Post Month;Post Weekday;Post Hour;Paid;Lifetime Post Total Reach;Lifetime Engaged Users;comment;like;share;Total Interactions
139441;Status;12;1;9;0;10472;1191;10;125;41;176
139441;Status;12;3;10;0;10460;1457;5;53;26;84
139441;Photo;12;2;3;0;7244;671;0;128;9;137
139441;Photo;12;6;10;0;4694;280;21;277;80;378
139441;Photo;12;5;10;0;3112;208;1;105;46;152
139441;Photo;12;5;10;0;2847;193;1;79;30;110
139441;Photo;12;4;3;0;2752;178;2;56;25;83
139441;Photo;12;5;3;0;2549;249;1;44;21;66
139441;Photo;12;3;3;0;2413;177;1;74;28;103
139441;Photo;12;2;10;1;50128;2211;0;91;28;119
139441;Status;12;5;10;0;21744;4258;7;91;38;136
139441;Photo;12;7;9;1;13720;537;4;93;18;115
139441;Status;12;7;3;0;11844;1530;0;53;22;75
139441;Photo;12;1;3;1;11692;481;17;185;55;257
139441;Status;12;1;9;0;10472;1191;10;125;41;176
139441;Status;12;3;10;0;10460;1457;5;53;26;84
139441;Photo;12;2;3;0;7244;671;0;128;9;137
139441;Photo;12;6;10;0;4694;280;21;277;80;378
139441;Photo;12;5;10;0;3112;208;1;105;46;152
139441;Photo;12;5;10;0;2847;193;1;79;30;110
139441;Photo;12;4;3;0;2752;178;2;56;25;83
139441;Photo;12;5;3;0;2549;249;1;44;21;66
139441;Photo;12;3;3;0;2413;177;1;74;28;103
